BMS ID #,GDSN name,GDSN definition,Business name,Business definition,Example,Usage Statement,Global Data Model attribute,Last Update ADB Release #,xPath,Cardinality,Length,DataType
8675,hairStyleFixationCode,"The code indicating the level of fixation of the hairstyle after using the product, as determined by the ability of the product to hold hair in place.",Hair Style Fixation Code,"The code indicating the level of fixation of the hairstyle after using the product, as determined by the ability of the product to hold hair in place.","• HIGH: Describes a product that has high effect on the hair. It is suitable for strong and stubborn hair with a tendency to frizz.

• LIGHT: Describes a product that has very little effect on the hair. It is mostly suitable for fixing fine hair.",Used by consumers to choose products with a holding strength that provides their desired level of hair style fixation.,N,2.8,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/beautyPersonalCareHygieneDetail/hairProductInformation/hairStyleFixationCode,0..*,,HairStyleFixationCode
8717,tradeItemVariantGroupCode,The code that represents the variant of the trade item into a similar grouping.,Trade Item Variant Group Code,The code that represents the variant of the trade item into a similar grouping. ,"• CINNAMON - A candle with a marketing description of scent a ""Christmas Time"", the primary scent the trade item should be grouped under in ""Cinnamon"".

• STRAWBERRY, BLUEBERRY, CHERRY  - A pack of 6 yogurts with 3 different flavours of strawberry, blueberry and cherry.","Used by buyers for assortment planning.
Used by buyers to enable search and discovery by consumers in e-commerce and online stores.
Used by consumers to determine their product preference and enable comparative shopping decisions.",N,2.8,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:trade_item_description:xsd:3' and local-name()='tradeItemDescriptionModule']/tradeItemDescriptionInformation/tradeItemVariant/tradeItemVariantGroupCode,0..*,,TradeItemVariantGroupCode
8723,numberOfPlys,"The number of layers or sheets within a material. The number of plys determines the thickness, strength, and stiffness of the trade item, e.g., toilet paper, tissue paper, paper towels.",Number of Plys,"The number of layers or sheets within a material. The number of plys determines the thickness, strength, and stiffness of the trade item, e.g., toilet paper, tissue paper, paper towels.","• Toilet paper with 4 layers
• Tissue paper with 3 layers","Used by the seller and the buyer to inform about product quality.
Used by consumers who consider quality when making purchasing decisions.",N,2.9,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/numberOfPlys,0..1,,nonNegativeInteger
8724,absorbencyLevel,"The absorbency level value, e.g., as determined within the EU based upon the number of drops of liquid the tampon can absorb.",Absorbency Level,"The absorbency level value, e.g., as determined within the EU based upon the number of drops of liquid the tampon can absorb.","• A pack of sanitary tampon:
      - In EU, use '3' if the package is marked with 3 droplets (9-12g).
      - Super plus
• An incontinent underwear:
      - Use '2', a number representing the absorbency level as printed on pack.","Used by the seller and the buyer to inform about product absorbency level.
Used by consumers who consider absorbency level when making purchasing decisions.",N,2.9,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/beautyPersonalCareHygieneDetail/absorbencyLevel,0..1,{1..80},string
8725,hairColourPermanenceLevelCode,"The level of how long a hair colouring will last from the time applied, e.g., temporary, intensive, permanent.",Hair Colour Permanence Level Code,"The level of how long a hair colouring will last from the time applied, e.g., temporary, intensive, permanent.","• PERMANENT
• INTENSIVE
• TEMPORARY","Used by the seller and the buyer to inform about product permanence level.
Used by consumers who consider permanence level when making purchasing decisions.",N,2.9,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/beautyPersonalCareHygieneDetail/hairProductInformation/hairColourPermanenceLevelCode,0..1,,HairColourPermanenceLevelCode
8728,cfpCountryCode,The code specifying a target market for which the carbon footprint values have been calculated. Transportation emissions can greatly vary from country to country.,CFP Target Market Code,The code specifying a target market for which the carbon footprint values have been calculated. Transportation emissions can greatly vary from country to country.,'528' (Netherlands),Used by the seller and the buyer to identify the country for which the carbon footprint data has been calculated.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/cfpCountryCode,0..*,,CountryCode
8730,cfpDate,The date on which the product carbon footprint assessment was conducted.,CFP Date,The date on which the product carbon footprint assessment was conducted.,2024-05-31T00:00:00,Used by the seller and the buyer to identify the date of the calculated carbon footprint values.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/cfpDate,0..1,,dateTime
8731,cfpValueVerificationCode,The code indicating how the calculated carbon footprint value is verified.,CFP Value Verification Code,The code indicating how the calculated carbon footprint value is verified.,"• EXTERNAL_VERIFICATION: The values have been verified by an external party.
• NOT_VERIFIED: The values have been calculated according to the reported calculation method, but have not been verified.",Used by the seller and the buyer to identify the verification used to calculate the carbon footprint values.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/cfpValueVerificationCode,0..1,,CfpValueVerificationCode
8734,cfpBoundariesCode,The code identifying the life cycle stage that the product carbon footprint value refers to. The boundary setting may vary depending on the purpose of the product carbon footprint assessment.,CFP Boundaries Code,The code identifying the life cycle stage that the product carbon footprint value refers to. The boundary setting may vary depending on the purpose of the product carbon footprint assessment.,"• RAW_MATERIALS: The emissions resulting from the production/extraction, packaging, storage, warehousing and transportation of raw materials.
• USE: The total carbon footprint over the life of the product, including the expected use by the consumer.","Used by the seller and the buyer to identify the life cycle stage that the carbon footprint value (specified in the CFP Value attribute) refers to. There may be multiple instances of the CFP Boundaries Code attribute in cases such as:
• A single CO2 value is provided to cover multiple life cycle stages (for example, transport and manufacturing), where the attribute is repeated.
• A different CO2 value is provided for each life cycle stages (for example, manufacturing and consumer use), where the entire carbon footprint group (class) of attributes is repeated.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/carbonFootprintDetail/cfpBoundariesCode,0..*,,CfpBoundariesCode
8736,cfpValue,"The emissions value, i.e., carbon footprint, for a specific boundary setting.",CFP Value,"The emissions value, i.e., carbon footprint, for a specific boundary setting.","• For a clothes dryer:
CFP Boundaries Code = USE
CFP Value = 1.7 KG_CO2_EQ_PER_FU (Kilogram CO2 equivalent per functional unit)

• For a plastic bottle:
CFP Boundaries Code = MANUFACTURING
CFP Value = 8.28 KG_CO2_EQ_PER_100G (Kilogram CO2 equivalent per 100 gram)","Used by the seller and the buyer to state the emissions value per boundary setting (specified by the CFP Boundaries Code).

Used by consumers who are concerned about the environment for search and discovery to assist in the selection of products with lower carbon footprints.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/carbonFootprintDetail/cfpValue,0..*,,CfpValueMeasurement
8739,cfpFunctionalUnit,"The functional unit describes the quantity and/or performance characteristics of a product as it is used by the end-user, which forms the basis for calculating the emissions value (i.e., carbon footprint), and can be used for comparison to other similar products.",CFP Functional Unit,"The functional unit describes the quantity and/or performance characteristics of a product as it is used by the end-user, which forms the basis for calculating the emissions value (i.e., carbon footprint), and can be used for comparison to other similar products.","• For a washing machine:
CFP Functional Unit = 'Washing machine with a capacity to wash 10 kg of laundry at 60 degrees'

• For a plastic shopping bag:
CFP Functional Unit = 'Shopping bag with a volume of 22 liters, can carry a maximum weight of 12 kilograms'","Used by the seller and the buyer to understand the basis of use for which the CFP Value attribute is calculated, when the attribute CFP Boundaries Code value is 'USE', indicating emissions related to the use of the item by the consumer.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/carbonFootprintDetail/cfpFunctionalUnit,0..*,,Description2000
8742,cfpMethodologyCode,The code specifying the method used to assess and communicate the environmental impact of the product in terms of carbon footprint.,CFP Methodology Code,The code specifying the method used to assess and communicate the environmental impact of the product in terms of carbon footprint.,"• CARBON_FOOTPRINT_STANDARD: Product-specific value, based on carbon footprint standard (ISO 14067).
• PEF: The PEF methodology is performed following the PEF guidelines published by the European Commission and, if available, specific category rules (PEFCRs).",Used by the seller and the buyer to identify the methodology used to calculate the carbon footprint.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/carbonFootprintDetail/cfpMethodologyCode,0..1,,CfpMethodologyCode
8744,cfpAccountingCode,The code indicating which method is used to conduct the lifecycle assessment for carbon footprint calculation.,CFP Accounting Code,The code indicating which method is used to conduct the lifecycle assessment for carbon footprint calculation.,"• CONSEQUENTIAL: A consequential life cycle assessment (CLCA) aim to describe, assess and quantify how environmentally relevant flows will change in response to possible decisions. 
• ATTRIBUTIONAL: An attributional life cycle assessment (ALCA) aim to describe, assess and quantify the environmentally relevant physical flows to and from a life cycle and its subsystems.",Used by the seller and the buyer to identify what activities are represented by the carbon footprint values.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:sustainability_module:xsd:3' and local-name()='sustainabilityModule']/carbonFootprintHeader/carbonFootprintDetail/cfpAccountingCode,0..1,,CfpAccountingCode
8746,averageLife,"The period of time during which the trade item is expected to remain functional and perform its intended purpose before it needs replacement or major repairs, e.g., for a light bulb with an average life of 1700 hours, a candle with an average life of 8 hours.",Average Life,"The period of time during which the trade item is expected to remain functional and perform its intended purpose before it needs replacement or major repairs, e.g., for a light bulb with an average life of 1700 hours, a candle with an average life of 8 hours.","• A light bulb with average life of 1700 hours.
• A candle with a burn time of 8 hours.","Used by the seller and the buyer to inform about product quality.
Used by consumers who consider quality when making purchasing decisions.",N,2.9,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:trade_item_lifespan:xsd:3' and local-name()='tradeItemLifespanModule']/tradeItemLifespan/averageLife,0..*,,TimeMeasurement
8749,feedLifestageCode,"The code, as defined by the seller, that describes the generic life stage(s) of the animal for product usage.",Feed Lifestage Code,"The code, as defined by the seller, that describes the generic life stage(s) of the animal for product usage.  ","For product ""XYZ Active Kitten Tuna"", select code value = 'BABY'
For product ""XYZ Dog Kibble Mature"", select code value = 'SENIOR'","Used by the buyer for assortment planning.
Used by the consumer to understand whether the animal product is appropriate for the life stage of their animal.
Used by the consumer for search and discovery.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/feedLifestageCode,0..*,,FeedLifestageCode
8751,animalTargetSizeCode,"The code, as defined by the seller, that describes the generic size of the animal, in relation to its species, for product usage.",Animal Target Size Code,"The code, as defined by the seller, that describes the generic size of the animal, in relation to its species, for product usage.","For dog food product ""XYZ Adult Large Breed Dog"", select code value = 'LARGE'
For hummingbird feed product ""XYZ Hummingbird Feed"", select 'EXTRA_SMALL'","Used by the buyer to inform the consumer of the appropriate size of the animal for which the animal product is designed.
Used by the consumer for search and discovery.
Used by the buyer for assortment planning.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalTargetSizeCode,0..*,,AnimalTargetSizeCode
8754,percentageOfGrowingMethod,The percentage of the product or ingredient produced according to the corresponding growing method.,Percentage of Growing Method,The percentage of the product or ingredient produced according to the corresponding growing method.,"For a product containing pork where the label indicates 70% of the pork meat comes from pigs raised in a free range environment, but does not specify the husbandry type of the remaining portion of the pork meat, the attributes are repeated:
• Growing Method Code = FREE_RANGE (Free range/pasture)
    - Percentage of Growing Method= 70
• Growing Method Code = UNSPECIFIED
    - Percentage of Growing Method = 30","For food of animal origin, manufacturers in some countries must provide information on how the animals were reared. On the one hand, this must be labelled on the product and, on the other hand, it must be made available to the consumer before purchase in the case of online trading, e.g., §10 TierHaltKennzG in Germany.

Used in conjunction with Growing Method Code to indicate what percentage of the product or of a specific ingredient in a product is made from animals raised by the specified Growing Method Code.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:farming_and_processing_information:xsd:3' and local-name()='farmingAndProcessingInformationModule']/tradeItemFarmingAndProcessing/growingMethodInformation/percentageOfGrowingMethod,0..1,,decimal
8755,growingMethodCode,"The code indicating how the product has been grown, cultivated, reared and/or raised.",Growing Method Code,"The code indicating how the product has been grown, cultivated, reared and/or raised.","For eggs from chickens able to move about inside a barn without being confined to cages.
• Growing Method Code = CAGE_FREE

For eggs from chickens able to access an outdoor area.
• Growing Method Code = FREE_RANGE

For a product containing pork where the label indicates 70% of the pork meat comes from pigs raised in a free range environment, but does not specify the husbandry type of the remaining portion of the pork meat, the attributes are repeated:
• Growing Method Code = FREE_RANGE (Free range/pasture)
    - Percentage of Growing Method = 70
• Growing Method Code = UNSPECIFIED
    - Percentage of Growing Method = 30

For flowers grown in coconut husk chips.
• Growing Method Code = COCONUT_HUSK

For tomatoes grown using natural sunlight.
• Growing Method Code = SUNLIGHT","Used by the buyer to communicate to the consumer the growing method of the product. Used by the buyer in assortment planning.

For food of animal origin, manufacturers in some countries must provide information on how the animals were reared. On the one hand, this must be labelled on the product and, on the other hand, it must be made available to the consumer before purchase in the case of online trading, e.g., §10 TierHaltKennzG in Germany.

It may be used in conjunction with Percentage of Growing Method to indicate what percentage of the product or of a specific ingredient in a product is produced according to a specified Growing Code method.

Not used for fish and seafood in EU, rather please reference Fish Production Method Code.",Y,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:farming_and_processing_information:xsd:3' and local-name()='farmingAndProcessingInformationModule']/tradeItemFarmingAndProcessing/growingMethodInformation/growingMethodCode,0..1,,GrowingMethodCode
8758,percentageOfGrowingMethod,The percentage of the product or ingredient produced according to the corresponding growing method.,Percentage of Growing Method,The percentage of the product or ingredient produced according to the corresponding growing method.,"For a product containing pork where the label indicates 70% of the pork meat comes from pigs raised in a free range environment, but does not specify the husbandry type of the remaining portion of the pork meat, the attributes are repeated:
• Growing Method Code = FREE_RANGE (Free range/pasture)
    - Percentage of Growing Method= 70
• Growing Method Code = UNSPECIFIED
    - Percentage of Growing Method = 30","For food of animal origin, manufacturers in some countries must provide information on how the animals were reared. On the one hand, this must be labelled on the product and, on the other hand, it must be made available to the consumer before purchase in the case of online trading, e.g., §10 TierHaltKennzG in Germany.

Used in conjunction with Growing Method Code to indicate what percentage of the product or of a specific ingredient in a product is made from animals raised by the specified Growing Method Code.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/foodAndBeverageIngredient/ingredientFarmingProcessing/growingMethodInformation/percentageOfGrowingMethod,0..1,,decimal
8759,growingMethodCode,"The code indicating how the product has been grown, cultivated, reared and/or raised.",Growing Method Code,"The code indicating how the product has been grown, cultivated, reared and/or raised.","For eggs from chickens able to move about inside a barn without being confined to cages.
• Growing Method Code = CAGE_FREE

For eggs from chickens able to access an outdoor area.
• Growing Method Code = FREE_RANGE

For a product containing pork where the label indicates 70% of the pork meat comes from pigs raised in a free range environment, but does not specify the husbandry type of the remaining portion of the pork meat, the attributes are repeated:
• Growing Method Code = FREE_RANGE (Free range/pasture)
    - Percentage of Growing Method = 70
• Growing Method Code = UNSPECIFIED
    - Percentage of Growing Method = 30

For flowers grown in coconut husk chips.
• Growing Method Code = COCONUT_HUSK

For tomatoes grown using natural sunlight.
• Growing Method Code = SUNLIGHT","Used by the buyer to communicate to the consumer the growing method of the product. Used by the buyer in assortment planning.

For food of animal origin, manufacturers in some countries must provide information on how the animals were reared. On the one hand, this must be labelled on the product and, on the other hand, it must be made available to the consumer before purchase in the case of online trading, e.g., §10 TierHaltKennzG in Germany.

It may be used in conjunction with Percentage of Growing Method to indicate what percentage of the product or of a specific ingredient in a product is produced according to a specified Growing Code method.

Not used for fish and seafood in EU, rather please reference Fish Production Method Code.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/foodAndBeverageIngredient/ingredientFarmingProcessing/growingMethodInformation/growingMethodCode,0..1,,GrowingMethodCode
8762,ingredientGroupCode,The code indicating an ingredient or group of ingredients.,Ingredient Group Code,The code indicating an ingredient or group of ingredients.,"• The fruit drink contains naturally present and added sugars. 50g of sugar is added to the product.
  - Ingredient Group Code = 'SUGAR_ADDED'
  - Ingredient Group Quantity = 50 GRM",Used by the seller to inform consumers about specific ingredient contents in the product. This information is often also stated on the product packaging.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/ingredientGroup/ingredientGroupCode,0..1,,IngredientGroupCode
8764,ingredientGroupName,Descriptive name of an ingredient or group of ingredients.,Ingredient Group Name,Descriptive name of an ingredient or group of ingredients.,"• The yogurt contains two different berries, e.g., blueberries and raspberries. The total berry content of the product is 10%.
  - Ingredient Group Code = 'BERRY'
  - Ingredient Group Name = 'Total berry content'
  - Ingredient Group Content Percentage = 10",Used by the seller to inform consumers about specific ingredient contents in the product. This information is often also stated on the product packaging.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/ingredientGroup/ingredientGroupName,0..*,,Description200
8767,ingredientGroupContentPercentage,The percentage of an ingredient or group of ingredients contained in the product.,Ingredient Group Content Percentage,The percentage of an ingredient or group of ingredients contained in the product.,"• The yogurt contains two different berries, e.g., blueberries and raspberries. The total berry content of the product is 10%.
  - Ingredient Group Code = 'BERRY'
  - Ingredient Group Name = 'Total berry content'
  - Ingredient Group Content Percentage = 10",Used by the seller to inform consumers about specific ingredient contents in the product. This information is often also stated on the product packaging.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/ingredientGroup/ingredientGroupContentPercentage,0..1,,decimal
8768,ingredientGroupQuantity,The quantity of an ingredient or group of ingredients contained in the product.,Ingredient Group Quantity,The quantity of an ingredient or group of ingredients contained in the product.,"• The fruit drink contains naturally present and added sugars. 50g of sugar is added to the product.
  - Ingredient Group Code = 'SUGAR_ADDED'
  - Ingredient Group Quantity = 50 GRM",Used by the seller to inform consumers about specific ingredient contents in the product. This information is often also stated on the product packaging.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/ingredientGroup/ingredientGroupQuantity,0..*,,decimal
8770,varietyTypeCode,The code indicating the variety of a product that identifies the distinct characteristics that differentiate the product from others of the same general class.,Variety Type Code,The code indicating the variety of a product that identifies the distinct characteristics that differentiate the product from others of the same general class.,"• ARABICA
• CHICORY
• EARL_GRAY

Product example: Coffee made with dark roast arabica beans for use with a French press, which uses a course grind:
Variety Type Code = ARABICA (Use code list VarietyTypeCodeCoffee)
Grind Type Code = COARSE_GROUND
Roast of Coffee Code = DARK_ROAST

Product example: Package of coffee substitute made from a finely ground blend of roasted barley, chicory and rye suitable to make instant coffee:
Variety Type Code = CHICORY (Use code list VarietyTypeCodeCoffeeSubstitute)
Variety Type Code = BARLEY (Use code list VarietyTypeCodeCoffeeSubstitute)
Variety Type Code = RYE (Use code list VarietyTypeCodeCoffeeSubstitute)
Grind Type Code = FINE_GROUND

Product example: Package of Earl Gray tea bags:
Variety Type Code = EARL_GRAY (Use code list VarietyTypeCodeTea)
Tea or Infusion Type Code = BLACK","Used by buyers for assortment planning.
Used by buyers to enable search and discovery by consumers in e-commerce and online stores.
Used by consumers to determine their product preference and enable comparative shopping decisions.

Used in conjunction with the VarietyTypeCode code list that aligns with the specific product being sold (e.g., VarietyTypeCode(Coffee), VarietyTypeCode(CoffeeSubstitute) or VarietyTypeCode(Tea)).",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_properties_information:xsd:3' and local-name()='foodAndBeveragePropertiesInformationModule']/foodInformation/varietyTypeCode,0..*,,VarietyTypeCode
8772,typeOfGrindCode,The code indicating the size of the coffee particles after the coffee beans have been ground as well as the size of whole beans before grinding. The grind size plays a crucial role in determining how quickly water extracts flavours from the coffee during the brewing process.,Grind Type Code,The code indicating the size of the coffee particles after the coffee beans have been ground as well as the size of whole beans before grinding. The grind size plays a crucial role in determining how quickly water extracts flavours from the coffee during the brewing process.,"• COARSE_GROUND: Refers to  coffee beans ground into larger particles that resemble rough and uneven granules. This grind size is often used for brewing methods that require longer contact times.
• FINE_GROUND: Refers to a moderately small grind size of coffee beans, where the coffee particles are smaller than those of medium grind but not as small as those of extra fine or espresso grind. This grind size is versatile and can be used for various brewing methods, depending on the desired flavour and extraction time.

Product example: Coffee made with dark roast arabica beans for use with a French press, which uses a course grind:
Variety Type Code = ARABICA (Use code list VarietyTypeCodeCoffee)
Grind Type Code = COARSE_GROUND
Roast Of Coffee Code = DARK_ROAST

Product example: Coffee made with a combination of medium roast robusta and arabica beans for use with an espresso machine, which uses a very fine grind:
Variety Type Code = ROBUSTA (Use code list VarietyTypeCodeCoffee)
Variety Type Code = ARABICA (Use code list VarietyTypeCodeCoffee)
Grind Type Code = EXTRA_FINE_GROUND
Roast Of Coffee Code = MEDIUM_ROAST","Used by buyers for assortment planning.
Used by buyers to enable search and discovery by consumers in e-commerce and online stores.
Used by consumers to determine their product preference and enable comparative shopping decisions.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_properties_information:xsd:3' and local-name()='foodAndBeveragePropertiesInformationModule']/foodInformation/typeOfGrindCode,0..1,,TypeOfGrindCode
8774,roastOfCoffeeCode,"The code indicating the degree to which coffee beans have been roasted. Roasting is a critical step in the coffee production process that significantly impacts the flavour, aroma, and overall characteristics of the coffee.",Roast of Coffee Code,"The code indicating the degree to which coffee beans have been roasted. Roasting is a critical step in the coffee production process that significantly impacts the flavour, aroma, and overall characteristics of the coffee. ","• DARK_ROAST Refers to coffee beans that have been roasted for an extended period of time.
• MEDIUM_ROAST Refers to coffee beans that falls between the spectrum of light and dark roast coffee.

Product example: Coffee made with dark roast arabica beans for use with a French press, which uses a course grind:
Variety Type Code = ARABICA (Use code list VarietyTypeCodeCoffee)
Grind Type Code = COARSE_GROUND
Roast Of Coffee Code = DARK_ROAST

Product example: Coffee made with a combination of medium roast robusta and arabica beans for use with an espresso machine, which uses a very fine grind:
Variety Type Code = ROBUSTA (Use code list VarietyTypeCodeCoffee)
Variety Type Code = ARABICA (Use code list VarietyTypeCodeCoffee)
Grind Type Code = EXTRA_FINE_GROUND
Roast Of Coffee Code = MEDIUM_ROAST","Used by buyers for assortment planning.
Used by buyers to enable search and discovery by consumers in e-commerce and online stores.
Used by consumers to determine their product preference and enable comparative shopping decisions.",N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_properties_information:xsd:3' and local-name()='foodAndBeveragePropertiesInformationModule']/foodInformation/roastOfCoffeeCode,0..*,,RoastOfCoffeeCode
