canonical_spec,claim_id,statement,source_path,source_heading,short_quote,status,BACKLOG_ID,BACKLOG_STATUS
agent-prompt-governance.md,AGE-057,- **Required:** British English spelling throughout,./docs/CHATGPT_INTEGRATION_CONTRACT.md,Naming Convention,- **Required:** British English spelling throughout,traceable,,
agent-prompt-governance.md,AGE-058,- **Required:** GS1 Style Guide Release 5.6 compliance (see `/docs/GS1_STYLE_ADOPTION_GUIDE.md`),./docs/CHATGPT_INTEGRATION_CONTRACT.md,Naming Convention,- **Required:** GS1 Style Guide Release 5.6 compliance (see `/docs/GS1_STYLE_ADOPTION_GUIDE.md`),traceable,,
agent-prompt-governance.md,AGE-059,"- MUST cite advisory IDs, dataset IDs, versions",./docs/CHATGPT_INTEGRATION_CONTRACT.md,ISA Design Contract Constraints,"- MUST cite advisory IDs, dataset IDs, versions",traceable,,
agent-prompt-governance.md,AGE-060,- Universal source metadata model (required fields),./CHATGPT_DELEGATION_PHASE1.md,2. Data & Trust (3 docs),- Universal source metadata model (required fields),traceable,,
agent-prompt-governance.md,AGE-061,"- **Dependency Assumptions** - What Manus guarantees, what ChatGPT must not change",./docs/AGENT_COLLABORATION_SUMMARY.md,4. Detailed Task Specifications,"- **Dependency Assumptions** - What Manus guarantees, what ChatGPT must not change",traceable,,
agent-prompt-governance.md,AGE-062,"Before delegating a task, Manus must:",./docs/AGENT_COLLABORATION_SUMMARY.md,2. Freeze Interfaces Before Delegation,"Before delegating a task, Manus must:",traceable,,
agent-prompt-governance.md,AGE-063,"Manus must NOT change logic, algorithms, or interfaces without documenting why and updating the changelog.",./docs/AGENT_COLLABORATION_SUMMARY.md,3. Mechanical Fixes Only During Integration,"Manus must NOT change logic, algorithms, or interfaces without documenting why and updating the chan",traceable,,
agent-prompt-governance.md,AGE-064,- Any changes to shared interfaces must be documented in `docs/CHANGELOG_FOR_CHATGPT.md`,./docs/ISA_AGENT_COLLABORATION.md,2.1 Canonical Types and APIs,- Any changes to shared interfaces must be documented in `docs/CHANGELOG_FOR_CHATGPT.md`,traceable,,
agent-prompt-governance.md,AGE-065,- ChatGPT must implement against the specified interface version,./docs/ISA_AGENT_COLLABORATION.md,2.1 Canonical Types and APIs,- ChatGPT must implement against the specified interface version,traceable,,
agent-prompt-governance.md,AGE-066,ChatGPT must:,./docs/ISA_AGENT_COLLABORATION.md,2.2 Stable Contracts for Delegation,ChatGPT must:,traceable,,
agent-prompt-governance.md,AGE-067,❌ **Timing-sensitive** - Must be coordinated with other changes,./docs/ISA_AGENT_COLLABORATION.md,4.2 Keep in Manus if ANY Apply,❌ **Timing-sensitive** - Must be coordinated with other changes,traceable,,
agent-prompt-governance.md,AGE-068,- If changes are required:,./docs/ISA_AGENT_COLLABORATION.md,5.2 Integration Rules,- If changes are required:,traceable,,
agent-prompt-governance.md,AGE-069,3. Run `pnpm test` (all tests must pass),./docs/ISA_AGENT_COLLABORATION.md,5.2 Integration Rules,3. Run `pnpm test` (all tests must pass),traceable,,
agent-prompt-governance.md,AGE-070,- **Strict mode:** All code must pass `tsc --noEmit` with strict checks,./docs/ISA_AGENT_COLLABORATION.md,6.1 TypeScript Standards,- **Strict mode:** All code must pass `tsc --noEmit` with strict checks,traceable,,
agent-prompt-governance.md,AGE-071,- **JSDoc:** All exported functions must have JSDoc comments,./docs/ISA_AGENT_COLLABORATION.md,6.5 Documentation Standards,- **JSDoc:** All exported functions must have JSDoc comments,traceable,,
agent-prompt-governance.md,AGE-072,- [ ] All required interfaces are defined and frozen,./docs/ISA_AGENT_COLLABORATION.md,7.1 Before Delegation (Manus),- [ ] All required interfaces are defined and frozen,traceable,,
agent-prompt-governance.md,AGE-073,Generate **30 example queries** distributed across **6 categories** (5 queries per category). Each query must include:,./docs/CHATGPT_WORK_PARCEL_02_ASK_ISA_EXPANSION.md,Deliverable: 30 Example Queries,Generate **30 example queries** distributed across **6 categories** (5 queries per category). Each q,traceable,,
agent-prompt-governance.md,AGE-074,"4. **Citations required** (advisory IDs, dataset IDs, sections)",./docs/CHATGPT_WORK_PARCEL_02_ASK_ISA_EXPANSION.md,Deliverable: 30 Example Queries,"4. **Citations required** (advisory IDs, dataset IDs, sections)",traceable,,
agent-prompt-governance.md,AGE-075,| # | Query Text | Category | Sector | Expected Answer | Citations Required |,./docs/CHATGPT_WORK_PARCEL_02_ASK_ISA_EXPANSION.md,Output Format,| # | Query Text | Category | Sector | Expected Answer | Citations Required |,traceable,,
agent-prompt-governance.md,AGE-076,"- ""All new documents must use 2025 as the current year""",./docs/governance/DATE_INTEGRITY_AUDIT.md,Contributing Factors,"- ""All new documents must use 2025 as the current year""",traceable,,
agent-prompt-governance.md,AGE-077,**IMMEDIATE CORRECTION REQUIRED**,./docs/governance/DATE_INTEGRITY_AUDIT.md,Urgency,**IMMEDIATE CORRECTION REQUIRED**,traceable,,
agent-prompt-governance.md,AGE-078,All five canonical documents must be corrected before:,./docs/governance/DATE_INTEGRITY_AUDIT.md,Urgency,All five canonical documents must be corrected before:,traceable,,
agent-prompt-governance.md,AGE-079,**Explicit date validation must be built into prompts and workflows.**,./docs/governance/DATE_INTEGRITY_AUDIT.md,Mitigation Required,**Explicit date validation must be built into prompts and workflows.**,traceable,,
agent-prompt-governance.md,AGE-080,"Cannot rely on LLM to ""know"" the current date. Must explicitly:",./docs/governance/DATE_INTEGRITY_AUDIT.md,Mitigation Required,"Cannot rely on LLM to ""know"" the current date. Must explicitly:",traceable,,
agent-prompt-governance.md,AGE-081,"This issue poses HIGH RISK to ISA's regulatory traceability, legal defensibility, and stakeholder trust. Immediate correction is required for all affected documents, and durable mitigation strategies",./docs/governance/DATE_INTEGRITY_AUDIT.md,Conclusion,"This issue poses HIGH RISK to ISA's regulatory traceability, legal defensibility, and stakeholder tr",traceable,,
agent-prompt-governance.md,AGE-082,5. **Integration automation** - Scripts to extract and validate your deliverables,./CHATGPT_UPDATE_PROMPT.md,Update Summary,5. **Integration automation** - Scripts to extract and validate your deliverables,traceable,,
agent-prompt-governance.md,AGE-083,- Run tests and validate data quality,./CHATGPT_UPDATE_PROMPT.md,Your Role (ChatGPT 5.1),- Run tests and validate data quality,traceable,,
agent-prompt-governance.md,AGE-084,3. Unclear: Should I normalize <field> or keep raw?,./CHATGPT_UPDATE_PROMPT.md,If You Can't Complete the Task,3. Unclear: Should I normalize <field> or keep raw?,traceable,,
agent-prompt-governance.md,AGE-085,All new documentation files should be placed in:,./docs/CHATGPT_INTEGRATION_CONTRACT.md,Target Directory Structure,All new documentation files should be placed in:,traceable,,
agent-prompt-governance.md,AGE-086,"Generate 12 canonical documentation files for ISA (Intelligent Standards Architect) based on the Product Charter. Each document should be production-ready, concise, and aligned with the strategic pivo",./CHATGPT_DELEGATION_PHASE1.md,Task Overview,Generate 12 canonical documentation files for ISA (Intelligent Standards Architect) based on the Pro,traceable,,
agent-prompt-governance.md,AGE-087,"3. Ensure consistency across documents (terminology, scope, principles)",./CHATGPT_DELEGATION_PHASE1.md,Execution Instructions for ChatGPT,"3. Ensure consistency across documents (terminology, scope, principles)",traceable,,
agent-prompt-governance.md,AGE-088,3. Verify cross-references and consistency,./CHATGPT_DELEGATION_PHASE1.md,Handoff to Manus,3. Verify cross-references and consistency,traceable,,
agent-prompt-governance.md,AGE-089,"it('should ingest records successfully', async () => {",./CHATGPT_PROMPT_INGEST-03.md,Testing Pattern,"it('should ingest records successfully', async () => {",traceable,,
agent-prompt-governance.md,AGE-090,"it('should be idempotent', async () => {",./CHATGPT_PROMPT_INGEST-03.md,Testing Pattern,"it('should be idempotent', async () => {",traceable,,
agent-prompt-governance.md,AGE-091,"it('should respect dry-run mode', async () => {",./CHATGPT_PROMPT_INGEST-03.md,Testing Pattern,"it('should respect dry-run mode', async () => {",traceable,,
agent-prompt-governance.md,AGE-092,"it('should respect limit option', async () => {",./CHATGPT_PROMPT_INGEST-03.md,Testing Pattern,"it('should respect limit option', async () => {",traceable,,
agent-prompt-governance.md,AGE-093,7. Verify record counts in database,./DELEGATION_PACKAGE_INGEST-03.md,Part 8: Integration Notes for Manus,7. Verify record counts in database,traceable,,
agent-prompt-governance.md,AGE-094,- Verify prerequisites,./docs/AGENT_COLLABORATION_SUMMARY.md,5. Integration Workflow,- Verify prerequisites,traceable,,
agent-prompt-governance.md,AGE-095,"3. Manus will validate, test, and commit",./docs/AGENT_COLLABORATION_SUMMARY.md,For the User (Facilitator),"3. Manus will validate, test, and commit",traceable,,
agent-prompt-governance.md,AGE-096,3. Verify task spec exists,./docs/AGENT_COLLABORATION_SUMMARY.md,For Manus (Primary Agent),3. Verify task spec exists,traceable,,
agent-prompt-governance.md,AGE-097,- **Always check this file** before starting a task to ensure you're working with the latest interfaces,./docs/CHANGELOG_FOR_CHATGPT.md,Notes for ChatGPT,- **Always check this file** before starting a task to ensure you're working with the latest interfa,traceable,,
agent-prompt-governance.md,AGE-098,- [ ] Verify integration points work,./docs/ISA_AGENT_COLLABORATION.md,7.3 Before Integration (Manus),- [ ] Verify integration points work,traceable,,
agent-prompt-governance.md,AGE-099,ChatGPT should:,./docs/ISA_AGENT_COLLABORATION.md,9.2 If Task Spec is Ambiguous,ChatGPT should:,traceable,,
agent-prompt-governance.md,AGE-100,"**Manus's job:** Integrate your deliverables, run tests, fix mechanical issues, and validate data quality.",./tasks/for_chatgpt/_CHATGPT_INSTRUCTIONS.md,Your Role,"**Manus's job:** Integrate your deliverables, run tests, fix mechanical issues, and validate data qu",traceable,,
ux-user-journey.md,UX -001,4. **Assurance & Validation Framing** - Required to establish ISA's credibility as authoritative source,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Key Findings,4. **Assurance & Validation Framing** - Required to establish ISA's credibility as authoritative sou,traceable,,
ux-user-journey.md,UX -002,**No additional dimension-specific work is required** beyond executing the existing Visual & Branding roadmap and ensuring data provenance is visible throughout the UX.,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Formalization Decision,**No additional dimension-specific work is required** beyond executing the existing Visual & Brandin,traceable,,
ux-user-journey.md,UX -003,- **Regulatory compliance use cases:** Users must justify their compliance strategies to auditors and regulators,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,- **Regulatory compliance use cases:** Users must justify their compliance strategies to auditors an,traceable,,
ux-user-journey.md,UX -004,No dimension-specific work required. Interoperability features can be added opportunistically as user demand emerges.,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Timing & Sequencing,No dimension-specific work required. Interoperability features can be added opportunistically as use,traceable,,
ux-user-journey.md,UX -005,"ISA's value proposition is to **reduce manual effort** in regulatory compliance. However, if users must manually copy data from ISA into their existing tools (Excel, compliance software, ERP systems),",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,"ISA's value proposition is to **reduce manual effort** in regulatory compliance. However, if users m",traceable,,
ux-user-journey.md,UX -006,"- **Competitive landscape:** Compliance platforms (OneTrust, Workiva) offer integrations; ISA must match",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Formalization Decision,"- **Competitive landscape:** Compliance platforms (OneTrust, Workiva) offer integrations; ISA must m",traceable,,
ux-user-journey.md,UX -007,"**However, full integration is not required immediately.** A **minimal-impact entry point** can unblock enterprise adoption without derailing core development.",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Formalization Decision,"**However, full integration is not required immediately.** A **minimal-impact entry point** can unbl",traceable,,
ux-user-journey.md,UX -008,"- Create public API for regulation/standard queries (read-only, no authentication required)",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Timing & Sequencing,"- Create public API for regulation/standard queries (read-only, no authentication required)",traceable,,
ux-user-journey.md,UX -009,- Add audit trail for all user actions (required for enterprise compliance),./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Timing & Sequencing,- Add audit trail for all user actions (required for enterprise compliance),traceable,,
ux-user-journey.md,UX -010,"- **Legal disclaimers:** ISA must clarify that it provides informational guidance, not legal advice",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,"- **Legal disclaimers:** ISA must clarify that it provides informational guidance, not legal advice",traceable,,
ux-user-journey.md,UX -011,- **Data privacy:** ISA must comply with GDPR and other data protection regulations,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,- **Data privacy:** ISA must comply with GDPR and other data protection regulations,traceable,,
ux-user-journey.md,UX -012,"- **Terms of service:** ISA must define acceptable use, liability limits, and dispute resolution",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,"- **Terms of service:** ISA must define acceptable use, liability limits, and dispute resolution",traceable,,
ux-user-journey.md,UX -013,- **Risk mitigation:** ISA must help users understand the limitations and risks of relying on AI-generated content,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,- **Risk mitigation:** ISA must help users understand the limitations and risks of relying on AI-gen,traceable,,
ux-user-journey.md,UX -014,"- **Legal expertise required:** Drafting ToS, privacy policy, and liability disclaimers requires legal counsel",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Formalization Decision,"- **Legal expertise required:** Drafting ToS, privacy policy, and liability disclaimers requires leg",traceable,,
ux-user-journey.md,UX -015,- Data ingestion pipelines (must record provenance metadata at every step),./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),- Data ingestion pipelines (must record provenance metadata at every step),traceable,,
ux-user-journey.md,UX -016,"- AI processing (must log which model version, prompt, and reasoning was used)",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),"- AI processing (must log which model version, prompt, and reasoning was used)",traceable,,
ux-user-journey.md,UX -017,- API design (provenance metadata must be exposed to third-party integrations),./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),- API design (provenance metadata must be exposed to third-party integrations),traceable,,
ux-user-journey.md,UX -018,"ISA aggregates data from multiple authoritative sources (EUR-Lex, EFRAG, GS1 documentation) and transforms it through AI processing (mapping inference, summarization, recommendation generation). Users",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,"ISA aggregates data from multiple authoritative sources (EUR-Lex, EFRAG, GS1 documentation) and tran",traceable,,
ux-user-journey.md,UX -019,- Query logic (all queries must filter by temporal validity),./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),- Query logic (all queries must filter by temporal validity),traceable,,
ux-user-journey.md,UX -020,"- Data ingestion (must preserve historical versions, not overwrite)",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),"- Data ingestion (must preserve historical versions, not overwrite)",traceable,,
ux-user-journey.md,UX -021,"- UX design (users must be able to select ""as of"" date for all queries)",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),"- UX design (users must be able to select ""as of"" date for all queries)",traceable,,
ux-user-journey.md,UX -022,"- Search functionality (must handle synonyms, acronyms, and multilingual terms)",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),"- Search functionality (must handle synonyms, acronyms, and multilingual terms)",traceable,,
ux-user-journey.md,UX -023,- AI processing (must use consistent terminology in prompts and outputs),./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),- AI processing (must use consistent terminology in prompts and outputs),traceable,,
ux-user-journey.md,UX -024,- UX design (must present consistent terminology to users),./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Why This Is a Dimension (Not a Feature),- UX design (must present consistent terminology to users),traceable,,
ux-user-journey.md,UX -025,"As user base grows (target: 500+ active users), ISA must maintain **fast response times** and **high availability**.",./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,Relevance to ISA's Mission,"As user base grows (target: 500+ active users), ISA must maintain **fast response times** and **high",traceable,,
ux-user-journey.md,UX -026,| **Assurance & Validation Framing** | Planned Later | **3-6 months** | Required for credibility; needs validation infrastructure |,./docs/ISA_PRODUCT_DIMENSIONS_ANALYSIS.md,4. Sequencing & Timing Matrix,| **Assurance & Validation Framing** | Planned Later | **3-6 months** | Required for credibility; ne,traceable,,
ux-user-journey.md,UX -027,ISA's UX must embody these seven principles:,./docs/ISA_UX_STRATEGY.md,1.1 Core Experience Principles,ISA's UX must embody these seven principles:,traceable,,
ux-user-journey.md,UX -028,"Users trust ISA because every claim cites a source. Version indicators, dataset IDs, and SHA256 hashes are not ""technical details""—they are trust signals that must be visible, not buried.",./docs/ISA_UX_STRATEGY.md,1.1 Core Experience Principles,"Users trust ISA because every claim cites a source. Version indicators, dataset IDs, and SHA256 hash",traceable,,
ux-user-journey.md,UX -029,"Standards professionals face regulatory deadlines and audit scrutiny. ISA's interface must reduce cognitive load, not add to it. Predictable layouts, consistent patterns, minimal surprises.",./docs/ISA_UX_STRATEGY.md,1.1 Core Experience Principles,Standards professionals face regulatory deadlines and audit scrutiny. ISA's interface must reduce co,traceable,,
ux-user-journey.md,UX -030,"Every interaction should feel instant (<200ms perceived latency). Loading states must be informative, not generic spinners. Users should know what to expect before they click.",./docs/ISA_UX_STRATEGY.md,1.1 Core Experience Principles,Every interaction should feel instant (<200ms perceived latency). Loading states must be informative,traceable,,
ux-user-journey.md,UX -031,"ISA's conclusions (gap analysis, coverage scores, recommendations) must explain their reasoning inline. No ""black box"" AI outputs. Show the logic, show the sources, show the confidence levels.",./docs/ISA_UX_STRATEGY.md,1.1 Core Experience Principles,"ISA's conclusions (gap analysis, coverage scores, recommendations) must explain their reasoning inli",traceable,,
ux-user-journey.md,UX -032,"ISA must feel recognisably GS1 (professional, authoritative, standards-focused) while being noticeably more usable and visually refined than existing GS1 tools. Not a radical rebrand, but an evolution",./docs/ISA_UX_STRATEGY.md,1.1 Core Experience Principles,"ISA must feel recognisably GS1 (professional, authoritative, standards-focused) while being noticeab",traceable,,
ux-user-journey.md,UX -033,- Forms with >5 required fields on one screen,./docs/ISA_UX_STRATEGY.md,2.2 Cognitive Load Management,- Forms with >5 required fields on one screen,traceable,,
ux-user-journey.md,UX -034,"Advisory version, dataset version, and last-updated timestamps must be visible on every relevant page. Hiding them in footers or ""About"" pages breaks traceability.",./docs/ISA_UX_STRATEGY.md,4.1 What UX Must Never Do in ISA,"Advisory version, dataset version, and last-updated timestamps must be visible on every relevant pag",traceable,,
ux-user-journey.md,UX -035,"Every gap, recommendation, or coverage score must cite the dataset or regulation it came from. No ""AI says X"" without provenance.",./docs/ISA_UX_STRATEGY.md,4.1 What UX Must Never Do in ISA,"Every gap, recommendation, or coverage score must cite the dataset or regulation it came from. No ""A",traceable,,
ux-user-journey.md,UX -036,"If ISA v1.0 is locked and v1.1 is draft, they must be visually distinct (e.g., green ""Locked"" badge vs yellow ""Draft"" badge). Users must never wonder ""Is this final?""",./docs/ISA_UX_STRATEGY.md,4.1 What UX Must Never Do in ISA,"If ISA v1.0 is locked and v1.1 is draft, they must be visually distinct (e.g., green ""Locked"" badge",traceable,,
ux-user-journey.md,UX -037,"ISA must feel like a GS1 tool (professional, authoritative, standards-focused). No consumer SaaS aesthetics (playful illustrations, casual copy, trendy gradients).",./docs/ISA_UX_STRATEGY.md,4.1 What UX Must Never Do in ISA,"ISA must feel like a GS1 tool (professional, authoritative, standards-focused). No consumer SaaS aes",traceable,,
ux-user-journey.md,UX -038,"Don't create a dashboard with 12 metrics just because it looks impressive. Every metric must answer a decision-making question (e.g., ""Which gaps should I prioritise?"" not ""How many gaps exist?"").",./docs/ISA_UX_STRATEGY.md,4.2 Anti-Patterns to Avoid,Don't create a dashboard with 12 metrics just because it looks impressive. Every metric must answer,traceable,,
ux-user-journey.md,UX -039,"- Must align with ISA Design Contract (immutability, traceability)",./docs/ISA_UX_STRATEGY.md,Phase C: Pre-v1.2,"- Must align with ISA Design Contract (immutability, traceability)",traceable,,
ux-user-journey.md,UX -040,- Must not introduce speculative features,./docs/ISA_UX_STRATEGY.md,Phase C: Pre-v1.2,- Must not introduce speculative features,traceable,,
ux-user-journey.md,UX -041,ISA must respect GS1's visual identity while modernising the user experience:,./docs/ISA_UX_STRATEGY.md,10.1 GS1 Visual Identity,ISA must respect GS1's visual identity while modernising the user experience:,traceable,,
ux-user-journey.md,UX -042,ISA's UI copy must align with GS1 Style Guide Release 5.6:,./docs/ISA_UX_STRATEGY.md,10.2 GS1 Editorial Tone,ISA's UI copy must align with GS1 Style Guide Release 5.6:,traceable,,
ux-user-journey.md,UX -043,ISA must feel noticeably more usable than existing GS1 tools while remaining recognisably GS1:,./docs/ISA_UX_STRATEGY.md,10.3 Differentiation from Existing GS1 Tools,ISA must feel noticeably more usable than existing GS1 tools while remaining recognisably GS1:,traceable,,
ux-user-journey.md,UX -044,"The visual identity must balance three competing requirements. It must **respect GS1 brand authority** through accurate color alignment, proper logo attribution (if required), and adherence to typogra",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,2.1 ISA's Role Relative to GS1,The visual identity must balance three competing requirements. It must **respect GS1 brand authority,traceable,,
ux-user-journey.md,UX -045,"**Authority:** The interface must signal credibility and trustworthiness backed by GS1 standards and EU regulatory bodies. This requires prominent display of trust signals (GS1 logo if permitted, offi",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,2.2 Target Audience Visual Expectations,**Authority:** The interface must signal credibility and trustworthiness backed by GS1 standards and,traceable,,
ux-user-journey.md,UX -046,"**EU Compliance:** As a regulatory tool, ISA must reflect public-sector professionalism and accessibility standards. This requires WCAG 2.1 AA compliance, clean layouts without excessive decoration, a",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,2.2 Target Audience Visual Expectations,"**EU Compliance:** As a regulatory tool, ISA must reflect public-sector professionalism and accessib",traceable,,
ux-user-journey.md,UX -047,"**GS1 Orange (#F26534)** functions as the accent color for secondary CTAs, highlights, active states, and visual emphasis. However, this bright orange achieves only 3.4:1 contrast against white, faili",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,Primary Colors (GS1-Aligned),"**GS1 Orange (#F26534)** functions as the accent color for secondary CTAs, highlights, active states",traceable,,
ux-user-journey.md,UX -048,"Per GS1 guidelines, **GS1 Link (#0097A9)** must be used exclusively for HTML hyperlinks.[3] This ensures consistency with GS1's web design standards and provides a distinct color for interactive text",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,Link Color,"Per GS1 guidelines, **GS1 Link (#0097A9)** must be used exclusively for HTML hyperlinks.[3] This ens",traceable,,
ux-user-journey.md,UX -049,ISA's information architecture must serve two distinct user journeys: public-facing marketing/education and authenticated dashboard tools. This requires a dual-navigation strategy.,./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,4.1 Site Structure,ISA's information architecture must serve two distinct user journeys: public-facing marketing/educat,traceable,,
ux-user-journey.md,UX -050,ISA must achieve WCAG 2.1 Level AA compliance to meet EU Web Accessibility Directive requirements for public sector websites.[5] This mandates:,./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,5.1 WCAG 2.1 AA Requirements,ISA must achieve WCAG 2.1 Level AA compliance to meet EU Web Accessibility Directive requirements fo,traceable,,
ux-user-journey.md,UX -051,"The GS1 color audit reveals that GS1 Blue (#00296C) on white achieves 12.6:1 contrast (exceeds AAA), while GS1 Orange (#F26534) on white achieves only 3.4:1 (fails AA for normal text). Therefore, GS1",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,5.1 WCAG 2.1 AA Requirements,"The GS1 color audit reveals that GS1 Blue (#00296C) on white achieves 12.6:1 contrast (exceeds AAA),",traceable,,
ux-user-journey.md,UX -052,"**Keyboard Navigation:** All interactive elements (buttons, links, form inputs, table controls) must be accessible via keyboard with visible focus indicators. ISA should use GS1 Blue or GS1 Orange foc",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,5.1 WCAG 2.1 AA Requirements,"**Keyboard Navigation:** All interactive elements (buttons, links, form inputs, table controls) must",traceable,,
ux-user-journey.md,UX -053,"**Exit Criteria:** Color palette matches GS1 specifications, typography aligns with GS1 requirements, GS1 logo is displayed (if required), ISA logo is GS1-compatible, and WCAG 2.1 AA contrast is maint",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,6.2 Phase 1: GS1 Brand Compliance (1-2 weeks),"**Exit Criteria:** Color palette matches GS1 specifications, typography aligns with GS1 requirements",traceable,,
ux-user-journey.md,UX -054,"**Phase 1 (GS1 Compliance):** 100% color palette compliance with official GS1 specifications, WCAG 2.1 AA color contrast maintained (4.5:1 for normal text), GS1 logo displayed (if required) with prope",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,7.1 Phase-Specific Metrics,"**Phase 1 (GS1 Compliance):** 100% color palette compliance with official GS1 specifications, WCAG 2",traceable,,
ux-user-journey.md,UX -055,- **Required By:** Phase 0 completion,./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,9.1 Critical Decisions (Block Phase 0 → Phase 1 Transition),- **Required By:** Phase 0 completion,traceable,,
ux-user-journey.md,UX -056,2. **Must ISA display the GS1 logo?**,./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,9.1 Critical Decisions (Block Phase 0 → Phase 1 Transition),2. **Must ISA display the GS1 logo?**,traceable,,
ux-user-journey.md,UX -057,- **Required By:** Phase 1 start,./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,9.1 Critical Decisions (Block Phase 0 → Phase 1 Transition),- **Required By:** Phase 1 start,traceable,,
ux-user-journey.md,UX -058,- **Required By:** Phase 2 start,./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,9.2 Important Decisions (Affect Phase 2-5 Execution),- **Required By:** Phase 2 start,traceable,,
ux-user-journey.md,UX -059,"**Approval Required From:** ISA Project Stakeholders, GS1 NL Brand Contact (for Phase 1+ execution)",./docs/ISA_VISUAL_BRANDING_DEVELOPMENT_PLAN.md,References,"**Approval Required From:** ISA Project Stakeholders, GS1 NL Brand Contact (for Phase 1+ execution)",traceable,,
ux-user-journey.md,UX -060,- **Between filter groups** (GS1 tags AND sectors AND high impact): **AND logic** - news must match ALL active filter groups,./docs/autonomous-session-2025-12-17.md,**Filter Logic Implementation**,- **Between filter groups** (GS1 tags AND sectors AND high impact): **AND logic** - news must match,traceable,,
ux-user-journey.md,UX -061,"During implementation, the `news-tags.ts` file was moved from `server/` to `shared/` directory to enable client-side access while maintaining server-side usage. This required updating import paths acr",./docs/autonomous-session-2025-12-17.md,Module Import Path Migration,"During implementation, the `news-tags.ts` file was moved from `server/` to `shared/` directory to en",traceable,,
ux-user-journey.md,UX -062,"**Server restart was required** to clear the Node.js module cache after the file move, resolving `ERR_MODULE_NOT_FOUND` errors.",./docs/autonomous-session-2025-12-17.md,Module Import Path Migration,"**Server restart was required** to clear the Node.js module cache after the file move, resolving `ER",traceable,,
ux-user-journey.md,UX -063,**Effort:** 2-3 weeks | **Blocker:** User decision required,./ISA_STATUS_REPORT_2025-01-11.md,Priority 1: Governance Transition (Lane C → Lane B),**Effort:** 2-3 weeks | **Blocker:** User decision required,traceable,,
ux-user-journey.md,UX -064,"The platform must transition from Lane C (internal use only) to Lane B (collaborative use with GS1 NL members). This requires a comprehensive verification audit of all 15 datasets, sanitization of 209",./ISA_STATUS_REPORT_2025-01-11.md,Priority 1: Governance Transition (Lane C → Lane B),The platform must transition from Lane C (internal use only) to Lane B (collaborative use with GS1 N,traceable,,
